Registrar,Enrolment Agency,State,District,Sub District,Pin Code,Gender,Age,Aadhaar generated,Enrolment Rejected,Residents providing email,Residents providing mobile number
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Kharik,853202,M,50,1,0,0,1
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Kharik,853202,M,62,2,0,0,0
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Narayanpur,813105,M,7,1,0,0,1
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Narayanpur,853203,F,13,1,0,0,1
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Narayanpur,853203,F,22,1,0,0,1
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Narayanpur,853203,M,1,1,0,0,1
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Narayanpur,853203,M,3,2,0,0,2
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Narayanpur,853203,M,4,4,0,0,3
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Narayanpur,853203,M,5,11,0,0,9
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Narayanpur,853203,M,6,2,0,0,1
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Narayanpur,853203,M,7,5,0,0,5
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Narayanpur,853203,M,8,1,0,0,0
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Narayanpur,853203,M,9,1,0,0,1
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Narayanpur,853203,M,10,3,0,0,2
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Narayanpur,853203,M,11,1,0,0,1
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Narayanpur,853203,M,13,1,0,0,0
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Narayanpur,853203,M,18,2,0,0,1
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Narayanpur,853203,M,20,1,0,0,0
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Narayanpur,853203,M,22,1,0,0,1
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Narayanpur,853203,M,28,1,0,0,1
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Narayanpur,853203,M,34,1,0,0,1
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Narayanpur,853203,M,50,1,0,0,1
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Narayanpur,853203,M,51,1,0,0,0
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Nathnagar,813209,M,12,1,0,0,1
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Nathnagar,813209,M,14,1,0,0,1
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Naugachhia,853202,F,2,2,0,0,2
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Naugachhia,853202,M,1,1,0,0,1
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Naugachhia,853202,M,4,1,0,0,1
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Pirpainti,813209,F,0,1,0,0,1
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Pirpainti,813209,F,1,1,0,0,1
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Pirpainti,813209,F,2,2,1,0,2
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Pirpainti,813209,F,3,5,1,0,2
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Pirpainti,813209,F,4,10,0,0,3
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Pirpainti,813209,F,5,8,2,0,7
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Pirpainti,813209,F,6,5,0,0,5
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Pirpainti,813209,F,7,8,1,0,0
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Pirpainti,813209,F,8,2,0,0,1
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Pirpainti,813209,F,9,6,0,0,3
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Pirpainti,813209,F,10,2,0,0,1
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Pirpainti,813209,F,11,2,0,0,1
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Pirpainti,813209,F,12,5,0,0,3
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Pirpainti,813209,F,13,1,0,0,0
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Pirpainti,813209,F,14,1,0,0,1
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Pirpainti,813209,F,16,1,0,0,1
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Pirpainti,813209,F,18,2,0,0,1
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Pirpainti,813209,F,22,4,0,0,3
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Pirpainti,813209,F,23,1,0,0,0
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Pirpainti,813209,F,24,1,0,0,1
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Pirpainti,813209,F,25,2,0,0,1
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Pirpainti,813209,F,26,1,0,0,0
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Pirpainti,813209,F,38,1,0,0,0
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Pirpainti,813209,F,45,1,0,0,0
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Pirpainti,813209,F,46,1,0,0,0
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Pirpainti,813209,F,52,2,0,0,0
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Pirpainti,813209,F,59,1,0,0,0
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Pirpainti,813209,F,60,1,0,0,1
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Pirpainti,813209,F,61,1,0,0,0
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Pirpainti,813209,F,63,1,0,0,0
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Pirpainti,813209,F,64,1,0,0,1
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Pirpainti,813209,M,0,3,1,0,2
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Pirpainti,813209,M,1,3,2,0,1
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Pirpainti,813209,M,2,11,5,0,7
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Pirpainti,813209,M,3,14,2,0,5
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Pirpainti,813209,M,4,14,6,0,5
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Pirpainti,813209,M,5,23,2,0,13
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Pirpainti,813209,M,6,19,2,0,12
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Pirpainti,813209,M,7,14,3,0,4
CSC e-Governance Services India Limited,A I Soc for Electronics and Comp Tech,Bihar,Bhagalpur,Pirpainti,813209,M,8,14,2,0,3
